category,brand,weight_kg,rating,warranty_years,power_usage_watts,feature_score,price
Apparel,BrandD,5.59,4.9,4,465,64.18,1199.72
Electronics,BrandB,6.35,1.5,5,805,12.79,965.14
Electronics,BrandC,26.97,4.9,3,1833,61.61,1209.74
Toys,BrandA,40.97,3.2,0,1822,59.0,835.1
Kitchen,BrandB,39.55,2.3,4,832,54.1,991.1
Furniture,BrandE,9.59,2.7,4,1159,84.32,1191.35
Apparel,BrandD,16.08,3.2,1,76,48.62,557.94
Furniture,BrandD,25.92,3.8,2,920,24.26,876.03
Furniture,BrandC,49.55,2.8,5,829,24.25,879.66
Toys,BrandA,17.7,2.2,0,428,36.17,341.63
Electronics,BrandD,2.07,4.4,0,1120,63.47,622.2
Kitchen,BrandB,1.1,3.8,1,1514,3.53,688.79
Furniture,BrandE,19.35,1.5,4,1613,28.92,1066.71
Apparel,BrandE,22.87,4.7,4,717,19.35,1005.96
Apparel,BrandB,36.49,2.3,0,1821,23.38,604.93
Apparel,BrandE,17.55,1.3,4,427,61.64,1071.13
Furniture,BrandB,15.64,2.9,3,465,18.09,614.4
Electronics,BrandB,49.94,4.5,5,501,38.58,1085.22
Kitchen,BrandC,18.78,1.9,5,1746,69.0,1485.97
Furniture,BrandA,12.69,4.0,5,158,19.25,724.04
Electronics,BrandE,47.0,1.3,3,1358,82.44,1239.81
Kitchen,BrandE,35.23,4.0,0,1318,97.36,1071.48
Kitchen,BrandB,17.33,3.7,5,119,88.01,1081.88
Kitchen,BrandE,31.81,3.6,4,1259,98.96,1285.26
Kitchen,BrandE,30.23,2.6,2,1087,40.82,872.04
Kitchen,BrandA,21.59,2.3,5,221,94.44,1290.19
Electronics,BrandE,38.2,2.3,2,1555,74.42,1215.73
Kitchen,BrandE,31.75,4.6,2,1706,98.87,1232.57
Furniture,BrandC,37.33,3.9,1,1684,91.18,1053.52
Electronics,BrandB,12.82,4.1,0,974,33.17,479.18
Kitchen,BrandB,33.26,4.2,3,1965,51.14,1156.3
Electronics,BrandC,23.71,2.1,0,1303,72.56,838.17
Electronics,BrandC,45.29,1.9,0,783,12.27,659.03
Apparel,BrandD,40.37,2.6,5,767,65.56,1479.08
Electronics,BrandB,26.91,3.7,1,760,36.68,671.08
Apparel,BrandD,22.79,2.5,5,348,75.54,1048.31
Toys,BrandE,43.05,4.7,4,130,80.03,1322.37
Apparel,BrandE,40.73,3.3,5,219,15.06,1062.6
Toys,BrandD,48.12,1.1,2,1777,76.66,1058.2
Toys,BrandA,23.51,4.9,0,1283,67.18,730.36
Toys,BrandC,42.96,3.7,1,769,34.91,767.19
Apparel,BrandC,3.55,3.5,4,1740,73.57,1366.76
Electronics,BrandE,10.16,2.2,3,588,77.33,897.63
Kitchen,BrandC,49.37,1.5,0,811,74.74,910.03
Toys,BrandB,20.99,1.1,2,333,60.88,894.46
Kitchen,BrandB,6.44,2.5,0,1559,5.85,430.94
Electronics,BrandA,43.66,4.1,0,1859,33.28,850.46
Toys,BrandD,34.06,3.3,5,619,45.55,1112.36
Toys,BrandB,1.61,3.4,3,669,16.48,674.49
Toys,BrandA,32.31,4.0,1,1420,39.95,828.1
Toys,BrandD,48.69,3.5,1,1636,43.99,1155.16
Apparel,BrandB,45.68,4.2,1,1817,94.97,1203.52
Apparel,BrandB,1.19,4.7,4,1383,36.32,1168.27
Furniture,BrandC,44.17,1.3,3,181,60.34,822.39
Kitchen,BrandC,29.43,2.6,2,93,76.82,733.42
Kitchen,BrandA,9.73,2.6,4,228,94.93,1170.21
Furniture,BrandD,33.87,2.1,4,558,19.09,726.91
Apparel,BrandA,34.58,1.1,0,442,53.17,506.33
Furniture,BrandB,18.64,1.7,1,1124,35.17,537.43
Toys,BrandC,46.76,2.9,1,90,18.06,520.91
Apparel,BrandA,43.33,2.0,5,1532,98.4,1472.67
Toys,BrandA,19.0,2.1,3,64,4.59,563.81
Furniture,BrandD,25.81,1.3,5,220,88.12,1064.37
Kitchen,BrandE,48.2,3.7,5,1364,36.54,1360.83
Electronics,BrandE,36.11,1.0,3,1165,27.74,978.65
Electronics,BrandC,20.64,3.6,1,1628,21.05,777.15
Toys,BrandC,14.3,4.4,4,1426,27.21,1227.65
Electronics,BrandD,41.98,3.7,4,1455,37.53,1117.58
Toys,BrandB,20.99,3.4,4,648,29.6,984.8
Furniture,BrandB,23.24,1.4,5,1769,3.33,925.02
Apparel,BrandC,30.12,4.9,2,420,13.52,702.65
Kitchen,BrandA,38.24,4.1,2,928,67.09,856.86
Toys,BrandD,35.71,2.7,3,1069,24.63,958.43
Apparel,BrandA,49.84,4.2,5,1933,99.02,1817.37
Apparel,BrandD,36.31,3.6,0,1963,69.15,1164.64
Toys,BrandE,29.16,4.7,3,1250,81.63,1248.68
Kitchen,BrandB,25.84,3.9,5,1507,95.26,1657.14
Kitchen,BrandA,25.68,3.9,4,1641,85.77,1385.22
Apparel,BrandA,37.09,3.0,1,940,88.95,974.71
Electronics,BrandD,35.8,2.4,3,136,33.09,713.51
Apparel,BrandD,7.92,4.4,4,242,98.69,1221.27
Furniture,BrandE,16.71,2.4,1,1297,85.25,1033.24
Toys,BrandE,5.35,4.9,3,613,40.33,858.5
Apparel,BrandB,10.74,4.5,4,311,68.98,1081.03
Kitchen,BrandC,13.72,5.0,3,953,69.92,996.07
Furniture,BrandA,10.03,2.5,0,1545,98.54,848.09
Apparel,BrandC,46.2,2.1,5,190,91.49,1246.7
Toys,BrandE,47.55,4.3,4,307,11.46,883.45
Toys,BrandD,8.79,2.1,1,314,87.71,795.55
Toys,BrandA,39.16,3.5,2,731,53.93,956.92
Kitchen,BrandE,40.06,4.6,0,230,38.07,526.81
Toys,BrandC,35.2,4.5,5,145,98.26,1492.47
Furniture,BrandB,28.09,4.6,4,1695,99.56,1604.49
Electronics,BrandE,18.41,4.3,2,291,75.33,972.21
Furniture,BrandE,18.96,4.7,0,1794,5.06,687.29
Kitchen,BrandB,14.53,1.6,5,1334,10.51,921.93
Kitchen,BrandC,44.72,2.7,3,32,79.39,884.75
Furniture,BrandA,3.65,2.8,1,577,73.78,831.0
Furniture,BrandB,16.32,3.9,2,354,2.37,451.38
Furniture,BrandB,33.65,1.1,0,1388,92.38,974.6
Kitchen,BrandB,35.14,2.8,4,59,28.29,807.98
Toys,BrandB,37.77,2.2,2,782,76.44,978.45
Kitchen,BrandE,13.94,1.3,3,1281,34.87,823.37
Toys,BrandA,2.19,3.6,5,963,17.76,1002.82
Furniture,BrandA,41.61,1.1,5,1958,57.29,1324.99
Toys,BrandC,24.31,4.4,0,604,93.4,978.15
Apparel,BrandC,21.52,2.1,1,1719,7.5,497.15
Electronics,BrandA,9.7,3.6,5,1068,80.57,1184.4
Toys,BrandA,4.59,2.1,3,626,90.6,1161.98
Electronics,BrandD,47.38,2.8,4,1763,74.79,1420.06
Furniture,BrandE,24.49,4.7,5,549,87.03,1249.19
Electronics,BrandD,8.93,3.7,2,630,59.18,722.12
Apparel,BrandC,22.98,4.0,2,690,34.59,732.98
Kitchen,BrandC,4.78,4.6,3,387,77.55,996.18
Electronics,BrandB,22.64,2.8,3,87,88.32,1080.74
Kitchen,BrandA,15.33,3.3,5,1030,69.24,1245.1
Kitchen,BrandE,17.37,4.9,1,1609,45.5,853.36
Toys,BrandC,11.38,1.8,0,477,68.07,406.21
Electronics,BrandE,30.12,1.9,4,1255,10.36,800.77
Toys,BrandB,3.65,4.3,1,899,35.38,514.9
Electronics,BrandD,31.56,1.2,5,1611,98.3,1382.22
Apparel,BrandE,39.54,1.3,1,481,79.91,731.21
Apparel,BrandD,11.73,1.2,3,865,36.15,844.38
Toys,BrandC,14.34,2.6,5,1016,66.43,1112.15
Furniture,BrandE,0.12,1.0,1,1442,7.65,414.14
Kitchen,BrandE,27.37,1.4,5,734,21.73,961.96
Kitchen,BrandC,46.88,1.9,3,1346,98.28,1296.86
Electronics,BrandD,35.11,1.9,1,1737,3.91,919.66
Apparel,BrandB,48.22,4.0,5,1749,24.81,1510.52
Toys,BrandE,21.74,1.0,0,1028,97.82,646.29
Furniture,BrandB,11.73,3.2,5,411,48.43,1145.99
Electronics,BrandD,14.39,3.6,3,1181,6.49,776.96
Apparel,BrandC,35.44,3.3,1,955,4.24,428.93
Furniture,BrandC,9.85,1.2,3,1012,87.88,998.24
Furniture,BrandC,19.14,3.8,2,1506,93.26,1087.29
Toys,BrandE,0.49,3.2,1,1614,27.06,737.78
Toys,BrandB,11.51,4.9,1,478,43.8,871.6
Apparel,BrandB,1.51,2.8,0,71,98.88,657.1
Toys,BrandC,47.1,2.5,0,113,83.2,775.86
Electronics,BrandB,38.49,1.5,2,423,57.33,687.43
Kitchen,BrandD,1.91,4.4,5,956,62.08,1385.16
Electronics,BrandB,5.5,2.2,3,1704,96.86,1359.44
Electronics,BrandD,46.23,2.6,5,1027,21.32,939.57
Furniture,BrandA,42.58,1.6,3,1990,74.69,1316.71
Apparel,BrandA,1.49,4.8,3,672,20.48,777.06
Apparel,BrandA,39.48,4.9,3,1770,62.26,1314.62
Furniture,BrandC,34.2,3.5,1,598,64.06,721.99
Electronics,BrandB,10.5,1.2,4,370,54.6,933.12
Electronics,BrandA,5.07,3.8,5,1848,18.33,1264.64
Kitchen,BrandA,44.33,4.5,0,1565,48.29,831.48
Kitchen,BrandA,7.12,3.5,0,1316,1.99,340.96
Apparel,BrandA,32.48,2.6,5,902,42.34,1286.44
Electronics,BrandA,6.45,1.6,2,763,74.01,863.79
Kitchen,BrandE,3.03,2.6,0,561,39.97,442.37
Furniture,BrandB,4.57,3.8,1,1813,38.48,737.23
Electronics,BrandD,8.76,4.4,0,397,69.54,620.68
Toys,BrandE,22.77,4.6,1,1130,2.99,647.32
Kitchen,BrandD,49.91,3.9,1,358,51.91,792.13
Furniture,BrandA,22.25,1.2,4,1670,87.4,1246.76
Furniture,BrandC,38.55,4.9,3,791,33.26,944.44
Toys,BrandD,45.71,2.5,4,528,40.25,866.13
Kitchen,BrandC,46.0,1.8,2,965,27.28,618.72
Apparel,BrandA,35.73,4.8,3,1854,37.97,1166.93
Furniture,BrandA,28.38,1.4,4,1806,2.65,1040.39
Electronics,BrandB,11.82,3.3,0,1625,41.17,678.6
Apparel,BrandD,8.44,1.9,4,693,44.48,873.51
Furniture,BrandE,42.79,2.3,1,1974,53.45,1052.15
Furniture,BrandA,4.73,1.4,3,873,89.36,990.93
Toys,BrandE,3.47,2.4,0,1507,59.2,694.89
Kitchen,BrandA,49.03,4.3,4,298,53.87,1039.26
Kitchen,BrandA,7.39,4.5,2,493,59.67,780.31
Toys,BrandE,21.12,4.8,0,1856,83.12,1105.01
Toys,BrandE,9.2,2.9,4,1742,84.12,1385.57
Apparel,BrandA,10.89,4.8,5,355,96.59,1413.36
Apparel,BrandC,24.93,4.2,2,757,30.56,875.8
Toys,BrandD,20.68,2.0,2,843,66.79,903.23
Apparel,BrandA,4.96,4.1,2,1604,72.88,1034.1
Electronics,BrandC,16.18,4.7,0,1604,57.58,981.74
Toys,BrandD,3.73,4.7,2,1403,9.79,928.59
Kitchen,BrandD,21.36,2.9,0,1849,7.6,564.7
Kitchen,BrandC,18.76,4.9,3,1698,30.4,1251.9
Toys,BrandC,30.45,2.2,3,625,47.79,810.03
Kitchen,BrandD,17.54,2.3,4,1627,70.89,1319.49
Furniture,BrandA,36.78,4.0,1,417,96.64,988.05
Electronics,BrandC,17.45,5.0,0,1674,80.69,1091.41
Furniture,BrandC,46.35,2.5,1,388,33.48,550.73
Toys,BrandB,41.28,4.3,4,1316,93.56,1544.97
Kitchen,BrandB,16.47,2.6,0,812,22.78,318.05
Apparel,BrandE,24.19,2.3,0,1629,87.55,966.51
Furniture,BrandE,6.89,1.2,1,1131,96.49,814.04
Furniture,BrandE,38.54,2.7,5,1316,20.86,1259.24
Kitchen,BrandE,18.75,1.9,0,188,89.64,812.71
Apparel,BrandD,1.02,5.0,0,1611,61.05,971.66
Toys,BrandB,11.48,3.7,3,1531,99.17,1258.69
Kitchen,BrandB,23.67,4.3,3,711,20.75,869.06
Electronics,BrandC,2.17,1.0,1,1659,57.11,727.17
Electronics,BrandC,31.28,4.1,1,1648,53.36,1001.83
Toys,BrandD,34.65,1.6,3,997,28.89,872.25
Toys,BrandB,3.31,2.4,2,752,13.46,415.32
Electronics,BrandA,13.59,3.1,0,519,45.82,554.47
Apparel,BrandE,31.38,3.1,0,279,57.56,504.33
Toys,BrandA,47.31,1.7,0,539,12.25,377.68
Electronics,BrandB,8.79,4.4,2,1068,31.75,795.69
Apparel,BrandA,15.0,3.1,0,57,73.32,574.86
Apparel,BrandA,12.83,2.8,3,1951,50.22,1094.19
Toys,BrandD,31.5,1.4,0,69,50.49,545.91
Furniture,BrandC,20.31,4.0,5,350,82.59,1087.36
Apparel,BrandB,10.91,2.6,2,1953,55.02,868.6
Toys,BrandB,42.78,3.1,0,516,47.86,563.04
Apparel,BrandE,45.4,3.0,1,1683,29.34,733.16
Kitchen,BrandB,28.23,2.9,5,545,36.13,858.89
Apparel,BrandD,1.02,4.4,3,1694,97.13,1114.05
Furniture,BrandA,39.77,2.4,3,362,3.52,644.8
Apparel,BrandE,11.04,3.3,1,1116,7.11,674.02
Furniture,BrandC,33.87,4.2,0,1779,99.19,1224.03
Electronics,BrandA,23.8,3.0,0,1702,53.87,932.95
Furniture,BrandD,34.09,1.4,3,1178,55.24,932.78
Apparel,BrandA,40.63,2.2,2,1553,64.49,989.41
Electronics,BrandD,43.82,3.8,0,1096,33.21,722.7
Electronics,BrandE,38.79,4.5,4,814,92.0,1281.33
Electronics,BrandE,17.9,4.5,4,1296,77.93,1342.01
Electronics,BrandD,43.81,3.2,3,530,72.92,1091.17
Apparel,BrandC,13.18,3.8,3,969,88.9,1126.12
Toys,BrandA,39.45,3.3,1,966,83.57,1080.15
Furniture,BrandC,15.15,1.4,1,387,6.47,243.69
Toys,BrandD,43.53,4.4,4,1705,32.78,1225.2
Toys,BrandD,11.57,5.0,0,609,25.94,439.41
Furniture,BrandE,45.13,2.5,1,1654,12.6,660.47
Kitchen,BrandC,34.36,3.2,3,340,94.27,1045.77
Furniture,BrandB,41.05,3.4,2,733,2.81,691.62
Kitchen,BrandA,34.32,1.9,2,1381,44.38,939.56
Furniture,BrandA,32.72,2.6,3,1484,43.37,1279.61
Toys,BrandA,31.0,3.4,1,141,30.74,465.25
Toys,BrandC,38.23,1.6,1,17,32.64,499.85
Furniture,BrandE,7.32,2.2,1,1095,73.31,915.92
Electronics,BrandA,37.05,5.0,1,726,1.12,496.36
Kitchen,BrandC,12.34,3.8,1,600,97.78,1043.82
Electronics,BrandB,49.36,1.7,2,262,60.63,919.47
Kitchen,BrandD,49.42,3.6,4,1536,76.01,1255.06
Toys,BrandC,3.98,1.6,3,1679,6.7,699.17
Kitchen,BrandA,26.15,3.3,3,1886,46.25,1220.71
Toys,BrandD,48.31,3.9,5,964,40.83,1241.05
Furniture,BrandE,24.88,3.5,4,740,31.51,782.7
Furniture,BrandA,34.17,3.0,4,1944,16.35,1009.29
Apparel,BrandB,43.47,3.3,2,1349,88.52,1391.01
Apparel,BrandD,19.43,3.7,2,813,16.24,757.77
Furniture,BrandA,10.48,1.3,1,226,84.97,752.21
Apparel,BrandB,10.89,5.0,2,1174,36.21,1038.9
Furniture,BrandE,35.79,2.1,5,434,96.84,1029.52
Electronics,BrandC,34.68,3.0,1,1862,63.02,1107.83
Toys,BrandB,24.19,3.0,0,1773,27.13,630.61
Furniture,BrandD,35.0,2.0,2,1517,79.53,1183.91
Apparel,BrandA,23.41,1.1,2,1739,33.2,889.05
Apparel,BrandA,11.26,4.1,1,1051,58.35,752.91
Apparel,BrandD,5.72,4.3,4,508,95.1,1083.77
Electronics,BrandD,0.99,2.2,3,957,64.89,1033.47
Electronics,BrandE,15.61,4.8,2,1284,35.42,920.62
Electronics,BrandD,29.18,4.1,2,843,12.78,789.63
Furniture,BrandD,27.25,2.6,1,1612,78.26,1095.16
Toys,BrandC,13.71,4.7,3,1668,33.11,1209.75
Electronics,BrandA,12.41,1.6,5,1880,45.06,1175.86
Apparel,BrandC,1.18,4.7,4,852,59.63,1392.32
Apparel,BrandD,18.48,1.7,4,598,99.51,1171.25
Electronics,BrandE,22.4,1.5,3,442,81.69,1020.6
Toys,BrandA,5.49,2.6,4,1739,61.61,1292.56
Toys,BrandA,34.15,4.3,2,79,86.36,1066.73
Toys,BrandE,42.29,2.5,2,834,2.35,781.51
Apparel,BrandA,19.4,2.9,5,823,94.27,1210.3
Furniture,BrandB,29.09,4.2,2,1125,16.75,651.33
Kitchen,BrandC,7.18,5.0,0,953,5.9,484.07
Electronics,BrandA,39.95,1.1,1,350,1.78,339.82
Electronics,BrandE,1.26,2.5,4,26,28.37,744.76
Kitchen,BrandB,18.61,3.1,5,1090,77.86,1368.33
Kitchen,BrandE,17.6,3.9,3,719,4.56,490.58
Apparel,BrandA,30.7,4.2,4,1368,93.31,1407.39
Apparel,BrandA,16.92,1.2,4,915,38.94,674.98
Electronics,BrandB,30.63,2.2,4,526,85.78,1152.01
Furniture,BrandC,13.19,3.2,1,1772,32.31,821.27
Electronics,BrandA,26.52,4.2,2,200,20.96,717.92
Electronics,BrandA,22.72,4.4,5,1254,15.73,961.64
Electronics,BrandA,33.8,2.8,5,1092,94.16,1642.84
Apparel,BrandE,49.47,4.3,3,1812,59.39,1501.6
Electronics,BrandE,14.24,3.3,5,394,34.42,937.01
Furniture,BrandC,41.2,3.8,3,786,53.64,1026.09
Furniture,BrandB,17.52,4.9,3,1087,10.5,864.44
Furniture,BrandD,2.28,2.4,0,1375,90.83,946.68
Electronics,BrandE,34.93,1.9,1,1710,93.88,1138.11
Kitchen,BrandD,38.24,1.8,1,617,94.83,907.91
Electronics,BrandA,32.28,1.5,0,1134,25.29,555.18
Kitchen,BrandC,40.29,3.0,3,904,53.0,1070.85
Electronics,BrandB,5.65,1.4,4,112,80.06,834.95
Furniture,BrandC,8.82,4.8,0,1194,66.95,933.79
Kitchen,BrandE,47.39,1.5,5,191,64.84,1094.31
Furniture,BrandD,28.05,1.4,0,1275,4.45,444.47
Electronics,BrandE,35.41,2.9,0,187,1.3,308.33
Apparel,BrandE,22.41,3.5,3,1208,81.99,1265.71
Kitchen,BrandE,16.77,2.1,4,257,39.36,820.62
Electronics,BrandA,14.57,4.4,0,1575,66.54,909.87
Furniture,BrandB,35.78,3.2,5,1918,24.13,1170.12
Toys,BrandA,44.28,2.5,1,17,29.76,560.23
Apparel,BrandA,9.89,1.9,1,763,69.79,750.78
Toys,BrandE,9.2,4.2,2,1390,48.98,1107.55
Toys,BrandC,6.76,3.7,4,88,54.25,798.48
Apparel,BrandB,13.96,4.7,4,1604,88.24,1655.23
Furniture,BrandB,14.87,5.0,5,1998,80.55,1798.21
Toys,BrandB,9.88,2.6,3,750,17.82,662.61
Toys,BrandD,28.83,1.4,1,289,35.59,603.67
Electronics,BrandD,35.79,3.1,4,1877,40.4,1210.9
Apparel,BrandD,15.75,4.0,2,1685,38.63,1103.67
Kitchen,BrandE,4.71,4.0,3,1333,9.53,670.1
Toys,BrandE,14.1,1.6,0,351,14.86,124.25
Electronics,BrandE,33.52,1.6,2,604,41.0,517.58
Apparel,BrandE,1.73,2.8,4,1708,44.83,1095.79
Kitchen,BrandC,6.04,3.6,0,1842,8.17,528.54
Kitchen,BrandE,17.71,1.1,2,1678,80.7,900.15
Toys,BrandA,14.9,2.1,1,214,85.66,867.07
Furniture,BrandD,38.19,4.8,4,1586,29.55,1271.3
Apparel,BrandA,37.66,1.9,2,104,43.79,701.2
Electronics,BrandB,21.21,1.2,5,15,95.12,1094.95
Apparel,BrandD,33.54,4.8,2,1885,10.68,947.17
Electronics,BrandD,1.46,4.7,4,1156,71.94,1194.69
Toys,BrandD,9.25,3.6,1,1951,67.3,1062.58
Apparel,BrandE,2.79,2.1,2,1088,68.03,915.4
Toys,BrandE,35.63,3.0,1,441,14.35,545.32
Furniture,BrandE,26.08,4.8,3,32,83.17,1094.17
Electronics,BrandD,40.6,2.7,4,1077,12.19,945.62
Furniture,BrandC,48.08,1.9,3,909,21.74,713.7
Electronics,BrandD,36.23,3.6,5,1983,28.68,1366.88
Furniture,BrandC,1.6,2.7,2,1966,97.82,1260.96
Apparel,BrandC,16.4,1.4,2,1158,31.71,788.28
Electronics,BrandD,36.54,5.0,3,1787,66.75,1346.07
Toys,BrandB,24.65,2.9,2,1073,5.45,737.57
Electronics,BrandD,47.65,3.4,2,290,7.8,773.88
Kitchen,BrandD,36.96,2.8,3,983,53.91,1164.85
Electronics,BrandA,41.2,1.1,0,1544,94.32,955.61
Electronics,BrandB,9.21,3.3,1,1381,25.75,728.79
Kitchen,BrandD,0.71,4.7,5,850,66.26,1288.05
Furniture,BrandB,29.95,3.5,2,433,38.62,709.59
Furniture,BrandB,21.27,3.1,1,1883,27.94,840.79
Electronics,BrandE,14.83,2.4,3,941,31.99,1031.99
Furniture,BrandE,14.39,3.5,5,583,80.25,1171.34
Kitchen,BrandB,18.47,1.4,1,1984,93.67,919.26
Toys,BrandB,20.47,1.1,4,611,37.77,930.21
Furniture,BrandE,47.6,3.0,1,808,87.29,1019.08
Electronics,BrandC,38.9,3.4,2,1287,2.81,892.64
Toys,BrandA,38.55,3.8,3,172,31.08,729.9
Toys,BrandA,39.51,3.8,3,443,41.37,861.93
Toys,BrandA,44.11,3.7,4,138,50.3,1226.22
Electronics,BrandB,46.21,2.8,2,64,95.49,906.1
Toys,BrandD,35.35,2.9,3,1557,36.19,885.68
Kitchen,BrandE,31.91,1.7,4,1883,43.35,1292.64
Toys,BrandE,47.49,4.0,1,89,83.2,881.15
Kitchen,BrandD,37.91,4.8,1,105,98.78,1019.71
Electronics,BrandE,47.17,1.7,5,1878,53.88,1344.35
Electronics,BrandB,8.03,4.1,4,662,66.75,1166.8
Electronics,BrandB,37.44,3.3,4,1608,97.33,1673.53
Toys,BrandC,16.71,2.1,2,1409,41.84,788.35
Furniture,BrandD,41.43,1.5,5,384,46.23,867.55
Furniture,BrandA,19.41,3.8,5,1030,35.37,1026.45
Toys,BrandE,9.53,3.7,3,128,48.24,838.09
Apparel,BrandA,49.68,4.2,5,1938,19.82,1428.87
Apparel,BrandB,29.7,1.4,4,103,54.95,925.32
Kitchen,BrandA,1.79,4.8,4,1482,81.16,1454.07
Furniture,BrandE,35.05,1.5,0,778,4.97,269.04
Toys,BrandB,31.8,4.9,3,68,13.88,822.47
Electronics,BrandA,13.93,4.3,2,598,22.86,611.88
Furniture,BrandC,16.32,4.8,2,1183,92.58,1080.64
Toys,BrandB,38.88,3.1,2,1382,71.69,1104.15
Apparel,BrandD,26.79,4.2,3,206,2.56,648.3
Apparel,BrandD,5.01,3.6,4,1765,55.91,1152.85
Apparel,BrandE,44.39,4.2,2,809,37.04,825.09
Kitchen,BrandE,40.81,1.7,5,248,53.18,1002.51
Toys,BrandC,48.53,2.1,5,323,63.39,1035.62
Toys,BrandC,48.98,1.2,0,834,38.66,533.24
Electronics,BrandB,4.06,1.5,2,1656,41.5,792.89
Toys,BrandE,14.23,1.6,4,1761,53.7,1051.32
Electronics,BrandB,6.29,1.3,3,23,92.61,875.64
Apparel,BrandC,16.11,1.0,5,1105,58.27,1182.11
Furniture,BrandC,37.91,2.9,5,1148,46.68,1189.42
Apparel,BrandE,2.15,4.8,5,1811,16.93,1271.63
Toys,BrandE,10.5,1.5,5,1223,79.06,950.33
Electronics,BrandD,20.57,4.2,1,278,21.92,602.67
Apparel,BrandC,37.7,3.7,5,1261,20.22,951.29
Toys,BrandC,45.49,2.5,5,244,4.89,728.77
Toys,BrandE,10.9,4.5,0,546,96.57,982.65
Electronics,BrandE,44.38,4.6,4,139,19.97,1032.04
Kitchen,BrandB,47.35,1.4,0,1595,60.04,816.92
Furniture,BrandD,27.74,3.1,3,1801,7.5,861.28
Kitchen,BrandD,13.23,4.8,4,1052,87.6,1275.57
Apparel,BrandB,47.47,2.9,0,701,48.62,722.54
Kitchen,BrandA,46.89,1.8,0,1576,18.23,599.81
Electronics,BrandE,11.48,3.6,0,634,67.52,715.3
Furniture,BrandA,22.57,1.8,3,450,99.47,1073.43
Kitchen,BrandB,42.53,3.5,2,1786,51.18,1072.96
Kitchen,BrandC,5.3,4.4,4,300,27.78,892.6
Furniture,BrandA,11.19,3.6,4,850,52.89,1209.25
Apparel,BrandD,14.05,2.4,2,1350,42.54,965.39
Electronics,BrandD,40.5,1.8,0,236,24.97,323.64
Furniture,BrandD,29.15,1.9,4,612,66.71,1062.28
Apparel,BrandA,32.42,3.5,3,1684,17.97,1011.49
Furniture,BrandC,25.72,2.0,5,865,94.0,1298.07
Electronics,BrandB,0.57,2.3,1,48,56.6,481.09
Electronics,BrandD,35.35,1.6,1,343,11.54,284.36
Kitchen,BrandB,33.1,4.9,1,538,35.43,644.52
Kitchen,BrandB,48.63,2.8,2,276,20.48,569.24
Toys,BrandD,11.17,1.6,0,528,19.74,365.31
Toys,BrandD,49.63,3.7,0,1933,46.95,835.12
Kitchen,BrandE,18.98,4.5,0,1182,70.37,868.48
Electronics,BrandB,38.38,2.9,4,201,72.57,983.82
Apparel,BrandB,9.75,4.8,5,1403,32.02,1344.84
Kitchen,BrandD,7.95,1.8,1,673,88.73,630.46
Toys,BrandD,21.94,3.8,4,928,92.04,1321.92
Electronics,BrandD,18.05,2.9,4,628,34.07,937.72
Furniture,BrandD,8.58,3.4,3,764,49.09,914.23
Kitchen,BrandE,14.92,3.2,4,758,19.62,904.1
Kitchen,BrandE,47.8,4.6,0,1098,96.03,952.03
Apparel,BrandC,37.86,4.2,1,658,7.47,480.2
Electronics,BrandC,47.53,3.0,5,951,54.19,1186.12
Apparel,BrandA,48.7,4.1,0,1319,92.77,996.76
Furniture,BrandC,34.03,4.2,0,887,72.11,915.22
Electronics,BrandB,46.62,4.5,4,1704,95.57,1459.46
Apparel,BrandD,17.47,4.4,5,99,9.81,598.13
Furniture,BrandC,4.74,3.4,1,300,39.53,422.02
Furniture,BrandA,17.73,2.9,5,1312,70.21,1220.46
Kitchen,BrandB,3.97,2.3,4,1117,72.66,1066.67
Electronics,BrandB,46.96,4.8,5,502,81.13,1575.01
Furniture,BrandD,42.41,5.0,2,227,83.85,1117.5
Apparel,BrandB,34.88,3.3,3,1749,25.67,901.72
Electronics,BrandE,0.46,3.1,0,1262,13.07,464.81
Furniture,BrandB,12.47,3.3,3,1710,92.42,1453.97
Kitchen,BrandA,45.03,4.0,2,653,84.38,1184.84
Toys,BrandE,28.01,3.8,0,545,90.93,795.66
Toys,BrandE,17.88,5.0,2,488,65.49,1024.51
Toys,BrandB,21.07,2.7,1,1951,27.18,878.9
Furniture,BrandD,23.83,3.6,4,1193,73.26,1225.36
Furniture,BrandE,48.5,1.6,4,258,67.42,1108.26
Apparel,BrandE,3.75,1.1,0,1273,17.86,335.93
Toys,BrandE,45.68,4.2,1,1873,35.36,942.29
Toys,BrandB,31.04,2.1,2,483,0.47,523.23
Electronics,BrandD,1.35,4.4,4,507,18.36,728.35
Electronics,BrandA,7.65,1.2,1,416,20.4,416.69
Furniture,BrandA,8.99,2.1,1,1068,93.29,938.76
Furniture,BrandE,19.49,2.3,5,994,86.97,1098.17
Kitchen,BrandA,3.72,1.6,5,373,43.77,958.61
Toys,BrandB,2.86,1.9,1,1073,20.15,528.11
Toys,BrandC,17.24,1.9,1,1365,25.04,486.81
Furniture,BrandE,37.3,3.4,5,431,75.63,1383.12
Apparel,BrandC,15.67,1.0,5,398,25.78,681.29
Electronics,BrandD,20.6,2.7,3,1799,61.17,1162.75
Toys,BrandC,49.6,2.4,3,1126,6.86,833.6
Apparel,BrandD,48.21,2.4,3,936,17.94,986.06
Electronics,BrandB,46.42,3.9,2,1191,51.15,1104.43
